0.27	0.5	0.5	0.12	0.12	0.27	0.73	0.05	0.73	0.73	0.27	0.73	0.5	0.12	0.12	0.27	0.95	0.05	0.12	0.73	0.37625	0.51625	0.325	0.4075	0.29125	0.4975	0.515	0.11375	0.21125	0.3775	0.2175	0.54875	0.205	0.17	0.22125	0.33	0.35625	0.25125	0.20875	0.375	-3.9	1.03333	0.34	-0.0571429	-0.822222	0.4378	0.191867	0.33438	0.331857	0.442933
0.12	0.02	0.01	0.01	0.88	0.02	0.02	0.01	0.01	1	0.5	0.02	0.5	0.12	0.02	0.05	0.12	0.02	0.05	0.98	0.4425	0.52875	0.47125	0.42125	0.20875	0.43875	0.54375	0.1275	0.38625	0.375	0.2925	0.53375	0.22375	0.1825	0.225	0.415	0.53625	0.255	0.22625	0.4	4.2	-0.133333	0.84	0	-0.522222	0.0101	0.310433	0.24052	0.3719	0.418656
0.27	0.88	0.27	0.12	0.5	0.5	0.5	0.27	0.12	0.73	0.27	0.88	0.27	0.12	0.12	0.5	0.88	0.05	0.12	0.5	0.36625	0.30125	0.39125	0.39875	0.2525	0.2625	0.42375	0.205	0.28375	0.40625	0.315	0.31375	0.23875	0.18125	0.2	0.34	0.4325	0.25125	0.20375	0.455	-0.7	1.76667	-0.42	-0.0142857	-0.133333	0.4834	0.212367	0.37254	0.378214	0.366511
0.73	0.12	0.99	0.88	0.05	0.12	0.27	0.27	0.27	0.05	0.27	0.12	0.12	0.05	0.27	0.5	0.27	0.95	0.5	0.05	0.29	0.3075	0.27	0.195	0.3175	0.20625	0.33625	0.2	0.2525	0.58	0.43125	0.34875	0.36125	0.22125	0.16875	0.28375	0.405	0.1425	0.165	0.56875	1.8	-0.8	0.2	-0.471429	0.444444	0.1436	0.4716	0.4164	0.365429	0.305867
0.5	0.88	0.27	0.73	0.05	0.5	0.88	0.12	0.12	0.05	0.05	0.95	0.12	0.02	0.98	0.5	0.12	0.02	0.05	0.12	0.2875	0.225	0.39125	0.2175	0.2275	0.21875	0.2725	0.21875	0.39	0.47	0.3975	0.24875	0.33	0.1075	0.08	0.28375	0.3925	0.15	0.1925	0.43875	-3.5	-0.833333	-0.72	0.728571	-0.222222	0.7878	0.5295	0.42202	0.312471	0.3298
0.5	0.12	0.95	0.5	0.12	0.27	0.5	0.12	0.95	0.27	0.88	0.12	0.27	0.12	0.05	0.73	0.73	0.05	0.12	0.5	0.3775	0.26375	0.25	0.2375	0.21875	0.22875	0.24375	0.2275	0.20125	0.36625	0.275	0.27625	0.26375	0.08625	0.19625	0.28375	0.28875	0.1425	0.175	0.41	-0.8	-1.56667	0.32	-0.328571	0.411111	0.6571	0.494367	0.33876	0.360043	0.342056
0.27	0.02	0.12	0.05	0.02	0.02	0.02	1	0.02	0	0	0.05	0.01	0.01	0.02	0.12	0.05	0.02	0.01	0.01	0.3975	0.39875	0.3675	0.295	0.1225	0.29125	0.31625	0.11875	0.33125	0.27625	0.325	0.345	0.24	0.08625	0.2	0.36	0.365	0.145	0.185	0.35	-0.4	1.1	-0.68	0.0285714	-0.555556	0.0382	0.254133	0.37866	0.369286	0.415733
0.12	0.02	0.02	0.01	0.12	0.05	0.02	0.01	0.02	0.98	0.98	0.02	0.95	0.27	0.02	0.05	0.12	0.05	0.12	0.73	0.47375	0.29125	0.34875	0.29125	0.05	0.23125	0.26	0.215	0.31875	0.065	0.17	0.245	0.09125	0.04	0.31	0.32125	0.2525	0.13625	0.1575	0.2	4.5	0.3	0.38	-0.871429	-0.655556	0.0671	0.149467	0.33072	0.444943	0.371711
0.02	0.12	0.27	0.05	0.01	0.5	0.12	0.02	1	0	0.01	0.05	0.02	0.05	0.02	0.05	0.02	0.01	0.5	0.01	0.52	0.27	0.2	0.1825	0.0725	0.175	0.22875	0.2425	0.16875	0.1875	0.26375	0.24125	0.19875	0.06375	0.29125	0.35	0.265	0.025	0.05375	0.29875	-3.2	1.03333	-0.36	-0.6	-0.655556	0.3431	0.319433	0.33394	0.344857	0.357733
0.99	0.05	0.05	0.05	0.12	0.12	0.12	0.12	0.05	0.12	0.12	0.12	0.12	0.05	0.12	0.5	0.73	0.02	0.05	0.88	0.44625	0.18375	0.2275	0.10625	0.0675	0.175	0.13375	0.30625	0.2875	0.18125	0.25875	0.12875	0.28125	0.0675	0.17125	0.35	0.28	0.14	0.11875	0.20875	1.8	-1.96667	-0.6	-0.228571	-0.344444	0.5481	0.521467	0.34374	0.253529	0.314733
0.05	1	0.12	0.02	0.01	0.27	0.12	0.02	0.12	0.01	0.02	0.5	0.05	0.01	0.02	0.05	0.05	0.01	0.02	0.01	0.535	0.14125	0.13375	0.0625	0.0725	0.21375	0.13375	0.31	0.25125	0.2525	0.2525	0.185	0.3475	0.0725	0.1925	0.34875	0.365	0.14125	0.1225	0.3175	-4.5	-1.43333	-1.14	-0.271429	0.211111	0.6732	0.436167	0.33388	0.305329	0.280489
0.73	0.02	0.02	0.05	0.02	0.05	0.05	0.05	0.02	0.02	0.01	0.05	0.02	0.01	1	0.12	0.05	0.01	0.01	0.02	0.4225	0.26375	0.13375	0.05375	0.075	0.24125	0.1425	0.1825	0.26375	0.36125	0.37625	0.2375	0.4125	0.19375	0.07	0.3275	0.37375	0.24875	0.185	0.40625	-1.6	-1.43333	-0.64	-0.314286	0.677778	0.0872	0.2594	0.34542	0.345586	0.276656
1	0.05	0.05	0.05	0.12	0.12	0.12	0.5	0.05	0.05	0.05	0.12	0.05	0.02	0.12	0.73	0.27	0.02	0.05	0.12	0.465	0.26375	0.13375	0.055	0.0625	0.2325	0.165	0.1275	0.26	0.32625	0.2825	0.26	0.32375	0.25	0.18375	0.26	0.39375	0.24375	0.18	0.42625	1.8	-0.166667	-0.16	0.685714	0.644444	0.0178	0.1686	0.30558	0.2971	0.276389
0.88	0.12	0.27	0.12	0.12	0.12	0.12	0.73	0.12	0.12	0.12	0.12	0.88	0.05	0.12	0.95	0.95	0.95	0.12	0.27	0.51125	0.33125	0.16375	0.13125	0.06375	0.2925	0.26	0.15875	0.16	0.3325	0.27875	0.36375	0.2325	0.24625	0.19625	0.28875	0.36875	0.1325	0.17125	0.4125	-0.7	1.76667	1.5	1.02857	0.611111	0.4008	0.255833	0.17168	0.228043	0.316444
0.27	0.73	0.27	0.12	0.05	0.73	0.5	0.05	0.73	0.73	0.73	0.95	0.73	0.12	0.12	0.27	0.73	0.05	0.12	0.5	0.52625	0.26375	0.1725	0.14	0.0725	0.26375	0.3075	0.235	0.0925	0.275	0.2975	0.3075	0.29875	0.24625	0.19625	0.345	0.42375	0.24875	0.18	0.33625	4.2	2.43333	2.66	1.17143	0.333333	0.3489	0.251133	0.16718	0.232386	0.283022
0.05	0.02	0.02	0.01	0.05	0.02	0.02	0.01	0.02	0.88	0.98	0.02	0.5	0.98	0.02	0.02	0.12	0.88	0.5	0.73	0.67125	0.23375	0.195	0.1575	0.19	0.33375	0.35875	0.2525	0.1725	0.28875	0.2975	0.37625	0.43125	0.22875	0.2125	0.40375	0.5275	0.15	0.145	0.36875	3.8	4.06667	1.6	1.3	1.03333	0.0037	0.1391	0.30434	0.255257	0.208811
0.73	0.05	0.05	0.02	0.12	0.05	0.27	0.02	0.02	0.73	0.27	0.27	0.27	0.73	0.05	0.12	0.5	0.02	0.12	0.99	0.52875	0.29	0.3075	0.24125	0.185	0.415	0.38375	0.3075	0.20375	0.3075	0.3875	0.44875	0.4725	0.26125	0.09875	0.495	0.565	0.25875	0.1975	0.34	4.2	1.5	1.6	1.3	1.12222	0.0647	0.257333	0.27364	0.253471	0.265933
