0.12	0.05	0.05	0.05	0.05	0.05	0.05	0.02	0.02	0.12	0.73	0.05	0.5	0.05	1	0.5	0.12	0.99	0.05	0.73	0.34875	0.3075	0.415	0.34125	0.325	0.45375	0.375	0.21375	0.46125	0.32	0.34	0.38375	0.335	0.43125	0.38875	0.43125	0.2725	0.1325	0.6125	0.16875	-1.6	-1.96667	-1.7	-1.18571	-0.888889	0.4482	0.4196	0.4029	0.4447	0.488133
0.5	0.5	0.5	0.27	0.05	0.88	0.88	0.88	0.27	0.05	0.05	0.73	0.12	0.12	0.88	0.73	0.27	0.05	0.12	0.05	0.30125	0.25125	0.3675	0.37375	0.3125	0.36875	0.38375	0.10625	0.515	0.28125	0.36875	0.355	0.2875	0.3375	0.46	0.41125	0.25375	0.2025	0.60375	0.25375	-0.8	-0.166667	-0.44	-1.45714	-1.45556	0.5374	0.386067	0.37422	0.416986	0.442744
0.05	0.02	0.02	0.01	0.02	0.05	0.02	0.01	0.12	0.27	0.73	0.02	1	0.73	0.01	0.02	0.05	0.12	1	0.12	0.4525	0.33875	0.5125	0.51875	0.32	0.5575	0.60375	0.24625	0.54625	0.16875	0.28375	0.49125	0.1775	0.26125	0.45875	0.595	0.32875	0.195	0.4975	0.23625	1.9	0.966667	-0.44	-1	-1.66667	0.1726	0.383233	0.41252	0.391843	0.445133
0.88	0.27	0.5	0.27	0.73	0.88	0.27	0.27	0.88	0.12	0.12	0.5	0.12	0.73	0.27	0.88	0.5	0.12	0.95	0.12	0.38	0.2125	0.51	0.48625	0.24	0.3775	0.60125	0.21375	0.50875	0.1875	0.36	0.38375	0.36375	0.2525	0.35	0.4875	0.2725	0.18625	0.44625	0.23625	1.8	0.0666667	-0.38	-1	-0.966667	0.4397	0.359	0.4043	0.449986	0.418278
0.27	0.12	0.95	0.88	0.73	0.27	0.73	0.27	0.88	0.12	0.5	0.5	0.12	0.05	0.12	0.88	0.73	0.02	0.12	0.12	0.44375	0.29375	0.3375	0.32125	0.13	0.425	0.49625	0.2	0.40125	0.155	0.30875	0.4125	0.35125	0.2475	0.365	0.46	0.235	0.185	0.43	0.23125	-3.5	-1	-0.92	-0.514286	-1.07778	0.4647	0.437167	0.43286	0.434729	0.392311
0.12	0.12	0.12	0.5	0.02	0.27	0.95	0.02	0.95	0.5	0.5	0.5	0.12	0.27	0.5	0.12	0.12	0.12	0.98	0.5	0.4625	0.35	0.52625	0.36875	0.21875	0.43375	0.49625	0.23125	0.39625	0.2025	0.33625	0.4975	0.39875	0.27625	0.19875	0.5075	0.31125	0.055	0.33125	0.18375	-1.3	-2.76667	-0.94	-1.04286	-0.4	0.4071	0.517333	0.46662	0.3636	0.378067
0.88	0.27	0.73	0.95	0.05	0.73	0.95	0.27	0.12	0.05	0.05	0.5	0.05	0.02	0.12	0.88	0.5	0.02	0.05	0.05	0.39625	0.37875	0.45	0.37	0.27125	0.3575	0.4775	0.12375	0.5	0.2675	0.3925	0.51625	0.4075	0.355	0.15125	0.38375	0.26375	0.0675	0.46625	0.24875	-3.5	-1	-2.2	-0.671429	0	0.6802	0.476233	0.38658	0.384657	0.389922
0.98	0.12	0.73	0.5	0.12	0.27	0.73	0.12	0.73	0.12	0.27	0.5	0.88	0.05	0.12	0.5	0.27	0.05	0.27	0.27	0.41125	0.40125	0.48125	0.44	0.26625	0.42375	0.5175	0.1475	0.415	0.23125	0.27625	0.52875	0.185	0.2625	0.15625	0.5525	0.41125	0.05	0.31625	0.22125	1.8	-2.06667	-0.6	-0.528571	-0.288889	0.3414	0.3537	0.35764	0.413857	0.401244
0.02	1	0.05	0.02	0	0.27	0.12	0.01	0.12	0.01	0.02	0.5	0.02	0.01	0.02	0.05	0.05	0.01	0.02	0.01	0.42375	0.25875	0.505	0.46625	0.19125	0.315	0.56	0.12875	0.3875	0.245	0.355	0.4675	0.2925	0.30125	0.135	0.5	0.37875	0.07375	0.32	0.245	-4.5	0.6	0.22	-0.128571	-0.177778	0.0395	0.233633	0.40504	0.386686	0.361578
0.12	0.5	0.73	0.05	0.05	0.12	0.27	0.02	0.05	0.88	0.95	0.73	0.88	0.5	0.05	0.12	0.12	0.05	0.12	0.73	0.46875	0.36875	0.335	0.415	0.15625	0.39125	0.5125	0.15625	0.34875	0.13625	0.19125	0.48625	0.20375	0.24875	0.13125	0.4725	0.37	0.0725	0.355	0.17375	4.5	0.933333	0.78	0.457143	0.166667	0.32	0.334533	0.3239	0.340343	0.390056
