0.27	0.73	0.5	0.5	0.05	0.99	0.88	0.12	0.5	0.05	0.12	0.73	0.5	0.05	0.27	0.5	0.27	0.12	0.27	0.12	0.3025	0.435	0.4625	0.42125	0.12	0.50625	0.495	0.21625	0.36625	0.19	0.18875	0.505	0.3	0.29625	0.17	0.4625	0.31875	0.225	0.34625	0.17875	-3.5	-3.5	-3.58	-2.8	-1.55556	0.3137	0.445133	0.48602	0.481671	0.481833
0.27	0.73	0.5	0.5	0.05	0.99	0.88	0.12	0.5	0.05	0.12	0.73	0.5	0.05	0.27	0.5	0.27	0.12	0.27	0.12	0.3025	0.44375	0.47125	0.425	0.12	0.53375	0.50375	0.21625	0.4425	0.16125	0.16	0.51375	0.27125	0.29	0.17375	0.4625	0.31875	0.24375	0.3525	0.17875	-3.5	-3.5	-2.44	-1.9	-2.01111	0.4806	0.414867	0.38852	0.393314	0.446278
0.27	0.73	0.98	0.73	0.05	0.73	0.5	0.27	0.5	0.05	0.05	0.95	0.12	0.05	0.12	0.5	0.5	0.05	0.12	0.05	0.32125	0.44375	0.34875	0.39625	0.12	0.62625	0.61125	0.15	0.41375	0.16125	0.16875	0.515	0.3375	0.29	0.21125	0.43375	0.26125	0.265	0.37125	0.19625	-3.5	-1.73333	-1.18	-1.52857	-2.01111	0.4503	0.3626	0.31354	0.369629	0.402767
0.98	0.27	0.12	0.12	0.5	0.27	0.27	0.5	0.12	0.27	0.12	0.27	0.27	0.12	0.27	0.73	0.5	0.05	0.12	0.5	0.2325	0.3975	0.4	0.445	0.09125	0.59875	0.555	0.10875	0.43375	0.25	0.23625	0.4825	0.37625	0.3375	0.165	0.3575	0.29	0.265	0.39	0.24375	1.8	0.366667	-0.74	-1.52857	-1.07778	0.1569	0.2578	0.34652	0.348486	0.338633
0.12	0.05	0.05	0.02	0.12	0.05	0.05	0.05	0.27	0.5	0.5	0.05	0.5	1	0.02	0.12	0.12	0.73	0.95	0.27	0.32125	0.40625	0.3525	0.3375	0.17	0.55	0.46625	0.1525	0.3875	0.325	0.305	0.45375	0.4425	0.28375	0.16875	0.3775	0.3375	0.18875	0.305	0.3575	2.8	1.1	-0.74	-0.385714	-0.266667	0.1662	0.267233	0.32902	0.313271	0.308056
0.12	0.12	0.12	0.05	0.12	0.27	0.12	0.05	0.88	0.27	0.27	0.12	0.27	0.95	0.05	0.12	0.12	0.88	1	0.27	0.3025	0.36875	0.4	0.33375	0.17	0.46125	0.41	0.1525	0.37375	0.35375	0.325	0.3875	0.42375	0.29875	0.14625	0.3775	0.3375	0.16125	0.35625	0.34875	-1.3	-0.666667	0.86	0.657143	-0.233333	0.4786	0.345967	0.2524	0.2826	0.329711
0.27	0.5	0.5	0.73	0.05	0.98	0.98	0.12	0.5	0.05	0.05	0.73	0.27	0.05	0.27	0.5	0.27	0.12	0.12	0.12	0.28375	0.245	0.29625	0.18875	0.20625	0.26375	0.19875	0.135	0.37375	0.46625	0.46	0.235	0.48375	0.4675	0.09125	0.2825	0.31875	0.25625	0.46625	0.44375	-3.5	-0.1	1.26	0.7	0.577778	0.3931	0.312967	0.2742	0.290929	0.289711
0.27	0.05	0.05	0.05	0.27	0.05	0.05	0.02	0.05	0.98	0.73	0.05	0.73	0.5	0.05	0.12	0.5	0.05	0.27	0.95	0.28375	0.2725	0.26375	0.21625	0.17875	0.35125	0.315	0.12875	0.3825	0.35	0.375	0.32	0.42625	0.41125	0.22875	0.30125	0.26125	0.265	0.4475	0.34875	4.5	1.6	0.06	0.985714	0.788889	0.0672	0.242067	0.34268	0.285743	0.296011
0.12	0.12	0.05	0.02	0.27	0.12	0.05	0.02	0.05	0.88	0.98	0.05	0.88	0.5	0.05	0.05	0.27	0.12	0.27	0.73	0.21375	0.26375	0.37125	0.2675	0.1225	0.3425	0.315	0.18875	0.43	0.33125	0.33125	0.32	0.38875	0.4025	0.21	0.28125	0.26125	0.25625	0.43875	0.32	3.8	1.7	1.08	0.357143	0.2	0.2659	0.280567	0.27108	0.334429	0.321078
0.12	0.5	0.95	0.5	0.05	0.5	0.5	0.12	1	0.05	0.05	0.27	0.12	0.12	0.12	0.5	0.27	0.05	0.73	0.05	0.2325	0.21625	0.25875	0.21125	0.16875	0.30375	0.25875	0.1725	0.28375	0.49125	0.50375	0.2925	0.53125	0.3875	0.205	0.225	0.28	0.18875	0.29625	0.48125	-3.2	1.46667	1.46	0.0428571	0.311111	0.5086	0.298367	0.29386	0.3207	0.317811
