0.05	0.95	0.88	0.95	0.01	0.73	0.5	0.05	0.95	0.01	0.02	0.98	0.05	0.01	0.05	0.27	0.12	0.01	0.05	0.05	0.3075	0.255	0.2325	0.1575	0.1875	0.32625	0.345	0.0575	0.23375	0.59875	0.38375	0.405	0.21625	0.07375	0.1725	0.345	0.49125	0.01625	0.12375	0.55625	-3.5	-0.2	0.24	0.271429	0.288889	0.3059	0.210467	0.25912	0.309586	0.350511
0.05	0.01	0	0	0.02	0.01	0.01	0	0	0.99	0.5	0.01	0.12	0.05	0.01	0.01	0.05	0.01	0.02	1	0.29875	0.33875	0.22625	0.215	0.18375	0.3075	0.2825	0.1825	0.2425	0.47375	0.32125	0.43625	0.20125	0.06625	0.1625	0.34625	0.48625	0.01375	0.12125	0.435	4.5	1.16667	1.22	1.37143	0.633333	0.0026	0.103533	0.1268	0.191729	0.2575
0.95	0.02	0.02	0.02	0.98	0.05	0.02	0.12	0.02	0.73	0.73	0.05	0.5	0.05	0.02	0.27	0.88	0.02	0.05	0.88	0.275	0.24875	0.2525	0.20375	0.12	0.19875	0.225	0.27125	0.2275	0.475	0.28375	0.31875	0.14125	0.06125	0.1525	0.34125	0.30625	0.01125	0.11375	0.4225	2.5	3.73333	2.38	1.41429	0.933333	0.0021	0.00173333	0.07142	0.112057	0.163056
0.02	0	0	0	0.02	0.01	0	0	0	1	0.73	0.01	0.5	0.05	0	0.01	0.05	0.01	0.02	0.98	0.335	0.18875	0.22625	0.145	0.225	0.1425	0.16625	0.39625	0.21625	0.35	0.26875	0.2625	0.12625	0.055	0.14	0.27	0.2925	0.01	0.11125	0.37625	4.2	3.63333	3	1.52857	0.966667	0.0005	0.0162	0.03112	0.0689286	0.111544
0.05	0.01	0	0	0.27	0.01	0.01	0	0	1	0.73	0.01	0.27	0.27	0.01	0.02	0.27	0.01	0.02	0.98	0.3025	0.12625	0.2125	0.13125	0.19125	0.115	0.07625	0.39125	0.235	0.35	0.26875	0.14625	0.24	0.055	0.14125	0.2125	0.17625	0.0075	0.02625	0.385	4.2	2.66667	1.94	1.97143	0.966667	0.046	0.0503	0.0348	0.0535857	0.0868556
0.05	0	0.02	0.01	0	0.01	0	1	0	0	0	0.01	0	0	0	0.02	0.01	0	0	0	0.42	0.01125	0.1025	0.01375	0.315	0.02625	0.0175	0.3225	0.11875	0.5075	0.36	0.02625	0.27375	0.08875	0.13875	0.27	0.25625	0.00875	0.025	0.5925	-0.4	1	1.36	1.1	1.55556	0.1044	0.0571333	0.07408	0.0676	0.0611
0.98	0.02	0.5	0.05	0.5	0.05	0.05	0.95	0.02	0.02	0.05	0.05	0.02	0.01	0.05	0.95	0.27	0.01	0.02	0.05	0.36	0.0075	0.045	0.01	0.25	0.02125	0.01125	0.45375	0.1175	0.38125	0.29125	0.02125	0.25625	0.08125	0.1325	0.215	0.21875	0.00625	0.02	0.46125	-0.8	-0.533333	0.2	1	1.01111	0.021	0.107967	0.09412	0.0778857	0.0618889
0.05	0	0.27	0.01	0	0.01	0.01	1	0.01	0	0	0.01	0	0	0	0.12	0.01	0	0	0	0.36375	0.01375	0.0725	0.01375	0.2525	0.0225	0.015	0.43875	0.22625	0.38375	0.32875	0.0225	0.315	0.195	0.1375	0.3	0.1475	0.01125	0.12625	0.39125	-0.4	-0.933333	-0.28	0.342857	1.04444	0.1985	0.106733	0.09974	0.0792	0.0635778
0.27	0.01	0.01	0.01	0	0.05	0.02	0.01	0.88	0.05	0.12	0.05	0.73	0.27	1	0.05	0.02	0	0.05	0.12	0.39625	0.0275	0.11125	0.01625	0.2525	0.07875	0.0475	0.56875	0.12375	0.2675	0.22875	0.0225	0.195	0.27875	0.015	0.39875	0.25875	0.04375	0.23625	0.2875	-1.6	-0.0666667	-0.28	0.142857	0.433333	0.1007	0.124433	0.0808	0.0751	0.0685
0.99	0.02	0.02	0.02	0.73	0.02	0.02	0.5	0.02	0.27	0.02	0.02	0.05	0.01	0.02	0.73	0.5	0.01	0.02	0.73	0.42375	0.0275	0.1125	0.01625	0.25	0.09625	0.04875	0.51375	0.2325	0.1175	0.15625	0.0275	0.28	0.2925	0.13875	0.345	0.28375	0.0425	0.24	0.095	1.8	-0.0666667	0.44	0.0142857	-0.111111	0.0741	0.0615	0.08006	0.0665857	0.0634556
